county,month,enrollment
Delaware,2020-11,11184
Dutchess,2020-11,63824
Erie,2020-11,259161
Essex,2020-11,8939
Franklin,2020-11,15287
Fulton,2020-11,15822
Genesee,2020-11,13822
Greene,2020-11,13255
Hamilton,2020-11,785
Herkimer,2020-11,17575
Jefferson,2020-11,30536
Kings,2020-11,1247266
Lewis,2020-11,5608
Livingston,2020-11,12796
Madison,2020-11,17203
Monroe,2020-11,214802
Montgomery,2020-11,19547
Nassau,2020-11,289333
New York,2020-11,465969
Niagara,2020-11,57678
Oneida,2020-11,76261
Onondaga,2020-11,127189
Ontario,2020-11,24197
Orange,2020-11,116270
Orleans,2020-11,11492
Oswego,2020-11,35064
Otsego,2020-11,13755
Putnam,2020-11,15618
Queens,2020-11,1025312
Rensselaer,2020-11,37309
Richmond,2020-11,157366
Rockland,2020-11,125989
Saratoga,2020-11,37715
Schenectady,2020-11,49360
Schoharie,2020-11,7414
Schuyler,2020-11,4093
Seneca,2020-11,8414
St. Lawrence,2020-11,29976
Steuben,2020-11,26788
Suffolk,2020-11,349918
Sullivan,2020-11,28369
Tioga,2020-11,12560
Tompkins,2020-11,17747
Ulster,2020-11,49258
Warren,2020-11,16257
Washington,2020-11,17756
Wayne,2020-11,23101
Westchester,2020-11,231543
Wyoming,2020-11,9037
Yates,2020-11,5403
Albany,2020-12,71426
Allegany,2020-12,13307
Bronx,2020-12,896938
Broome,2020-12,57834
Cattaraugus,2020-12,23492
Cayuga,2020-12,21503
Chautauqua,2020-12,41016
Chemung,2020-12,27760
Chenango,2020-12,15361
Clinton,2020-12,21327
Columbia,2020-12,15819
Cortland,2020-12,12703
Delaware,2020-12,11322
Dutchess,2020-12,64900
Erie,2020-12,262258
Essex,2020-12,9082
Franklin,2020-12,15428
Fulton,2020-12,15997
Genesee,2020-12,14010
Greene,2020-12,13399
Hamilton,2020-12,799
Herkimer,2020-12,17861
Jefferson,2020-12,30882
Kings,2020-12,1263576
Lewis,2020-12,5659
Livingston,2020-12,12979
Madison,2020-12,17437
Monroe,2020-12,217587
Montgomery,2020-12,19721
Nassau,2020-12,294446
New York,2020-12,473648
Niagara,2020-12,58333
Oneida,2020-12,77010
Onondaga,2020-12,128731
Ontario,2020-12,24536
Orange,2020-12,117757
Orleans,2020-12,11612
Oswego,2020-12,35441
Otsego,2020-12,13918
Putnam,2020-12,15957
Queens,2020-12,1043431
Rensselaer,2020-12,37878
Richmond,2020-12,159850
Rockland,2020-12,127597
Saratoga,2020-12,38364
Schenectady,2020-12,49980
Schoharie,2020-12,7489
Schuyler,2020-12,4139
Seneca,2020-12,8529
St. Lawrence,2020-12,30252
Steuben,2020-12,27045
Suffolk,2020-12,355343
Sullivan,2020-12,28680
Tioga,2020-12,12684
Tompkins,2020-12,18016
Ulster,2020-12,50070
Warren,2020-12,16463
Washington,2020-12,17975
Wayne,2020-12,23330
Westchester,2020-12,235479
Wyoming,2020-12,9114
Yates,2020-12,5472
Albany,2021-01,72236
Allegany,2021-01,13422
Bronx,2021-01,904018
Broome,2021-01,58306
Cattaraugus,2021-01,23666
Cayuga,2021-01,21699
Chautauqua,2021-01,41310
Chemung,2021-01,27922
Chenango,2021-01,15556
Clinton,2021-01,21482
Columbia,2021-01,16015
Cortland,2021-01,12805
Delaware,2021-01,11390
Dutchess,2021-01,65564
Erie,2021-01,264523
Essex,2021-01,9141
Franklin,2021-01,15548
Fulton,2021-01,16105
Genesee,2021-01,14143
Greene,2021-01,13526
Hamilton,2021-01,803
Herkimer,2021-01,18069
Jefferson,2021-01,31173
Kings,2021-01,1274145
Lewis,2021-01,5714
Livingston,2021-01,13070
Madison,2021-01,17566
Monroe,2021-01,219331
Montgomery,2021-01,19924
Nassau,2021-01,298322
New York,2021-01,477341
Niagara,2021-01,58759
Oneida,2021-01,77510
Onondaga,2021-01,129826
Ontario,2021-01,24819
Orange,2021-01,118895
Orleans,2021-01,11713
Oswego,2021-01,35751
Otsego,2021-01,14022
Putnam,2021-01,16244
Queens,2021-01,1054683
Rensselaer,2021-01,38227
Richmond,2021-01,161780
Rockland,2021-01,128847
Saratoga,2021-01,38873
Schenectady,2021-01,50455
Schoharie,2021-01,7553
Schuyler,2021-01,4160
Seneca,2021-01,8562
St. Lawrence,2021-01,30429
Steuben,2021-01,27221
Suffolk,2021-01,359878
Sullivan,2021-01,28934
Tioga,2021-01,12793
Tompkins,2021-01,18172
Ulster,2021-01,50639
Warren,2021-01,16630
Washington,2021-01,18150
Wayne,2021-01,23513
Westchester,2021-01,238000
Wyoming,2021-01,9181
Yates,2021-01,5512
Albany,2021-02,72531
Allegany,2021-02,13498
Bronx,2021-02,906202
Broome,2021-02,58537
Cattaraugus,2021-02,23751
Cayuga,2021-02,21708
Chautauqua,2021-02,41416
Chemung,2021-02,28051
Chenango,2021-02,15598
Clinton,2021-02,21529
Columbia,2021-02,16078
Cortland,2021-02,12879
Delaware,2021-02,11358
Dutchess,2021-02,65708
Erie,2021-02,265507
Essex,2021-02,9170
Franklin,2021-02,15593
Fulton,2021-02,16186
Genesee,2021-02,14197
Greene,2021-02,13530
Hamilton,2021-02,804
Herkimer,2021-02,18125
Jefferson,2021-02,31306
Kings,2021-02,1277854
Lewis,2021-02,5745
Livingston,2021-02,13067
Madison,2021-02,17654
Monroe,2021-02,219682
Montgomery,2021-02,19940
Nassau,2021-02,299874
New York,2021-02,477918
Niagara,2021-02,59000
Oneida,2021-02,77704
Onondaga,2021-02,130077
Ontario,2021-02,24901
Orange,2021-02,119442
Orleans,2021-02,11763
Oswego,2021-02,35887
Otsego,2021-02,14118
Putnam,2021-02,16333
Queens,2021-02,1059323
Rensselaer,2021-02,38339
Richmond,2021-02,162686
Rockland,2021-02,129598
Saratoga,2021-02,39111
Schenectady,2021-02,50553
Schoharie,2021-02,7578
Schuyler,2021-02,4169
Seneca,2021-02,8615
St. Lawrence,2021-02,30571
Steuben,2021-02,27395
Suffolk,2021-02,361600
Sullivan,2021-02,29094
Tioga,2021-02,12844
Tompkins,2021-02,18214
Ulster,2021-02,50759
Warren,2021-02,16706
Washington,2021-02,18210
Wayne,2021-02,23586
Westchester,2021-02,238878
Wyoming,2021-02,9217
Yates,2021-02,5553
Albany,2021-03,73183
Allegany,2021-03,13573
Bronx,2021-03,913317
Broome,2021-03,58907
Cattaraugus,2021-03,23858
Cayuga,2021-03,21797
Chautauqua,2021-03,41565
Chemung,2021-03,28116
Chenango,2021-03,15641
Clinton,2021-03,21648
Columbia,2021-03,16203
Cortland,2021-03,12964
Delaware,2021-03,11461
Dutchess,2021-03,66181
Erie,2021-03,267145
Essex,2021-03,9262
Franklin,2021-03,15669
Fulton,2021-03,16311
Genesee,2021-03,14250
Greene,2021-03,13563
Hamilton,2021-03,803
Herkimer,2021-03,18243
Jefferson,2021-03,31476
Kings,2021-03,1286639
Lewis,2021-03,5783
Livingston,2021-03,13082
Madison,2021-03,17766
Monroe,2021-03,220854
Montgomery,2021-03,20022
Nassau,2021-03,302534
New York,2021-03,481015
Niagara,2021-03,59388
Oneida,2021-03,78057
Onondaga,2021-03,130856
Ontario,2021-03,25066
Orange,2021-03,120320
Orleans,2021-03,11829
Oswego,2021-03,36103
Otsego,2021-03,14235
Putnam,2021-03,16457
Queens,2021-03,1068949
Rensselaer,2021-03,38575
Richmond,2021-03,164349
Rockland,2021-03,130608
Saratoga,2021-03,39448
Schenectady,2021-03,50935
Schoharie,2021-03,7626
Schuyler,2021-03,4196
Seneca,2021-03,8662
St. Lawrence,2021-03,30736
Steuben,2021-03,27600
Suffolk,2021-03,364748
Sullivan,2021-03,29278
Tioga,2021-03,12966
Tompkins,2021-03,18343
Ulster,2021-03,50996
Warren,2021-03,16855
Washington,2021-03,18330
Wayne,2021-03,23756
Westchester,2021-03,240559
Wyoming,2021-03,9264
Yates,2021-03,5591
Albany,2021-04,73768
Allegany,2021-04,13620
Bronx,2021-04,918204
Broome,2021-04,59308
Cattaraugus,2021-04,24026
Cayuga,2021-04,21914
Chautauqua,2021-04,41711
Chemung,2021-04,28236
Chenango,2021-04,15705
Clinton,2021-04,21778
Columbia,2021-04,16267
Cortland,2021-04,13054
Delaware,2021-04,11547
Dutchess,2021-04,66603
Erie,2021-04,268628
Essex,2021-04,9320
Franklin,2021-04,15722
Fulton,2021-04,16367
Genesee,2021-04,14344
Greene,2021-04,13608
Hamilton,2021-04,813
Herkimer,2021-04,18349
Jefferson,2021-04,31697
Kings,2021-04,1294606
Lewis,2021-04,5818
Livingston,2021-04,13111
Madison,2021-04,17888
Monroe,2021-04,221965
Montgomery,2021-04,20161
Nassau,2021-04,304684
New York,2021-04,483687
Niagara,2021-04,59636
Oneida,2021-04,78455
Onondaga,2021-04,131696
Ontario,2021-04,25168
Orange,2021-04,121312
Orleans,2021-04,11886
Oswego,2021-04,36398
Otsego,2021-04,14277
Putnam,2021-04,16547
Queens,2021-04,1077225
Rensselaer,2021-04,38772
Richmond,2021-04,165680
Rockland,2021-04,131693
Saratoga,2021-04,39773
Schenectady,2021-04,51259
Schoharie,2021-04,7656
Schuyler,2021-04,4197
Seneca,2021-04,8700
St. Lawrence,2021-04,30937
Steuben,2021-04,27839
Suffolk,2021-04,367595
Sullivan,2021-04,29484
Tioga,2021-04,13060
Tompkins,2021-04,18440
Ulster,2021-04,51354
Warren,2021-04,16977
Washington,2021-04,18430
Wayne,2021-04,23871
Westchester,2021-04,242148
Wyoming,2021-04,9294
Yates,2021-04,5619
Albany,2021-05,74115
Allegany,2021-05,13667
Bronx,2021-05,922357
Broome,2021-05,59623
Cattaraugus,2021-05,24113
Cayuga,2021-05,21944
Chautauqua,2021-05,41891
Chemung,2021-05,28485
Chenango,2021-05,15782
Clinton,2021-05,21878
Columbia,2021-05,16368
Cortland,2021-05,13132
Delaware,2021-05,11579
Dutchess,2021-05,66973
Erie,2021-05,269857
Essex,2021-05,9354
Franklin,2021-05,15788
Fulton,2021-05,16447
Genesee,2021-05,14462
Greene,2021-05,13690
Hamilton,2021-05,826
Herkimer,2021-05,18475
Jefferson,2021-05,31920
Kings,2021-05,1300673
Lewis,2021-05,5842
Livingston,2021-05,13155
Madison,2021-05,17912
Monroe,2021-05,222820
Montgomery,2021-05,20245
Nassau,2021-05,306708
New York,2021-05,485407
Niagara,2021-05,59867
Oneida,2021-05,78772
Onondaga,2021-05,132151
Ontario,2021-05,25238
Orange,2021-05,122022
Orleans,2021-05,11896
Oswego,2021-05,36544
Otsego,2021-05,14327
Putnam,2021-05,16714
Queens,2021-05,1083810
Rensselaer,2021-05,38921
Richmond,2021-05,166669
Rockland,2021-05,132652
Saratoga,2021-05,40037
Schenectady,2021-05,51513
Schoharie,2021-05,7697
Schuyler,2021-05,4223
Seneca,2021-05,8765
St. Lawrence,2021-05,31046
Steuben,2021-05,27933
Suffolk,2021-05,370014
Sullivan,2021-05,29629
Tioga,2021-05,13112
Tompkins,2021-05,18518
Ulster,2021-05,51725
Warren,2021-05,17090
Washington,2021-05,18478
Wayne,2021-05,23952
Westchester,2021-05,243376
Wyoming,2021-05,9342
Yates,2021-05,5640
Albany,2021-06,74529
Allegany,2021-06,13732
Bronx,2021-06,927812
Broome,2021-06,60011
Cattaraugus,2021-06,24249
Cayuga,2021-06,22019
Chautauqua,2021-06,42140
Chemung,2021-06,28771
Chenango,2021-06,15865
Clinton,2021-06,21980
Columbia,2021-06,16455
Cortland,2021-06,13148
Delaware,2021-06,11687
Dutchess,2021-06,67599
Erie,2021-06,271288
Essex,2021-06,9397
Franklin,2021-06,15859
Fulton,2021-06,16511
Genesee,2021-06,14561
Greene,2021-06,13794
Hamilton,2021-06,834
Herkimer,2021-06,18578
Jefferson,2021-06,32133
Kings,2021-06,1308111
Lewis,2021-06,5846
Livingston,2021-06,13204
Madison,2021-06,17999
Monroe,2021-06,224007
Montgomery,2021-06,20313
Nassau,2021-06,308978
New York,2021-06,487950
Niagara,2021-06,60207
Oneida,2021-06,79171
Onondaga,2021-06,132759
Ontario,2021-06,25447
Orange,2021-06,122902
Orleans,2021-06,11970
Oswego,2021-06,36735
Otsego,2021-06,14406
Putnam,2021-06,16835
Queens,2021-06,1090796
Rensselaer,2021-06,39158
Richmond,2021-06,167813
Rockland,2021-06,133797
Saratoga,2021-06,40344
Schenectady,2021-06,51901
Schoharie,2021-06,7762
Schuyler,2021-06,4228
Seneca,2021-06,8851
St. Lawrence,2021-06,31159
Steuben,2021-06,28060
Suffolk,2021-06,372738
Sullivan,2021-06,29729
Tioga,2021-06,13222
Tompkins,2021-06,18677
Ulster,2021-06,52058
Warren,2021-06,17173
Washington,2021-06,18522
Wayne,2021-06,24147
Westchester,2021-06,245017
Wyoming,2021-06,9390
Yates,2021-06,5666
Albany,2021-07,75024
Allegany,2021-07,13798
Bronx,2021-07,933225
Broome,2021-07,60413
Cattaraugus,2021-07,24295
Cayuga,2021-07,22175
Chautauqua,2021-07,42303
Chemung,2021-07,29027
Chenango,2021-07,15984
Clinton,2021-07,22095
Columbia,2021-07,16552
Cortland,2021-07,13199
Delaware,2021-07,11753
Dutchess,2021-07,68137
Erie,2021-07,272780
Essex,2021-07,9459
Franklin,2021-07,15957
Fulton,2021-07,16595
Genesee,2021-07,14683
Greene,2021-07,13883
Hamilton,2021-07,834
Herkimer,2021-07,18652
Jefferson,2021-07,32279
Kings,2021-07,1315308
Lewis,2021-07,5901
Livingston,2021-07,13300
Madison,2021-07,18049
Monroe,2021-07,225188
Montgomery,2021-07,20411
Nassau,2021-07,311295
New York,2021-07,490095
Niagara,2021-07,60425
Oneida,2021-07,79500
Onondaga,2021-07,133435
Ontario,2021-07,25637
Orange,2021-07,123893
Orleans,2021-07,12027
Oswego,2021-07,36881
Otsego,2021-07,14439
Putnam,2021-07,17004
Queens,2021-07,1098054
Rensselaer,2021-07,39318
Richmond,2021-07,169161
Rockland,2021-07,135053
Saratoga,2021-07,40512
Schenectady,2021-07,52242
Schoharie,2021-07,7817
Schuyler,2021-07,4258
Seneca,2021-07,8902
St. Lawrence,2021-07,31255
Steuben,2021-07,28202
Suffolk,2021-07,375641
Sullivan,2021-07,29940
Tioga,2021-07,13277
Tompkins,2021-07,18815
Ulster,2021-07,52372
Warren,2021-07,17298
Washington,2021-07,18599
Wayne,2021-07,24278
Westchester,2021-07,246656
Wyoming,2021-07,9449
Yates,2021-07,5708
Albany,2021-08,75360
Allegany,2021-08,13904
Bronx,2021-08,936147
Broome,2021-08,60739
Cattaraugus,2021-08,24413
Cayuga,2021-08,22207
Chautauqua,2021-08,42366
Chemung,2021-08,29171
Chenango,2021-08,16071
Clinton,2021-08,22163
Columbia,2021-08,16626
Cortland,2021-08,13273
Delaware,2021-08,11811
Dutchess,2021-08,68617
Erie,2021-08,273971
Essex,2021-08,9482
Franklin,2021-08,15933
Fulton,2021-08,16640
Genesee,2021-08,14736
Greene,2021-08,13926
Hamilton,2021-08,824
Herkimer,2021-08,18724
Jefferson,2021-08,32417
Kings,2021-08,1320428
Lewis,2021-08,5944
Livingston,2021-08,13347
Madison,2021-08,18167
Monroe,2021-08,225737
Montgomery,2021-08,20457
Nassau,2021-08,313341
New York,2021-08,492037
Niagara,2021-08,60670
Oneida,2021-08,79930
Onondaga,2021-08,133915
Ontario,2021-08,25809
Orange,2021-08,124738
Orleans,2021-08,12056
Oswego,2021-08,36992
Otsego,2021-08,14499
Putnam,2021-08,17139
Queens,2021-08,1103936
Rensselaer,2021-08,39485
Richmond,2021-08,170488
Rockland,2021-08,136311
Saratoga,2021-08,40726
Schenectady,2021-08,52439
Schoharie,2021-08,7840
Schuyler,2021-08,4287
Seneca,2021-08,8981
St. Lawrence,2021-08,31362
Steuben,2021-08,28379
Suffolk,2021-08,378317
Sullivan,2021-08,30157
Tioga,2021-08,13343
Tompkins,2021-08,18870
Ulster,2021-08,52604
Warren,2021-08,17365
Washington,2021-08,18731
Wayne,2021-08,24350
Westchester,2021-08,248049
Wyoming,2021-08,9493
Yates,2021-08,5714
Albany,2021-09,76005
Allegany,2021-09,13960
Bronx,2021-09,942313
Broome,2021-09,61155
Cattaraugus,2021-09,24496
Cayuga,2021-09,22301
Chautauqua,2021-09,42579
Chemung,2021-09,29358
Chenango,2021-09,16167
Clinton,2021-09,22273
Columbia,2021-09,16758
Cortland,2021-09,13346
Delaware,2021-09,11843
Dutchess,2021-09,69185
Erie,2021-09,275578
Essex,2021-09,9553
Franklin,2021-09,16094
Fulton,2021-09,16748
Genesee,2021-09,14803
Greene,2021-09,14019
Hamilton,2021-09,829
Herkimer,2021-09,18774
Jefferson,2021-09,32547
Kings,2021-09,1327306
Lewis,2021-09,6002
Livingston,2021-09,13446
Madison,2021-09,18232
Monroe,2021-09,226958
Montgomery,2021-09,20591
Nassau,2021-09,315994
New York,2021-09,495178
Niagara,2021-09,60916
Oneida,2021-09,80215
Onondaga,2021-09,134692
Ontario,2021-09,25988
Orange,2021-09,125663
Orleans,2021-09,12106
Oswego,2021-09,37225
Otsego,2021-09,14595
Putnam,2021-09,17366
Queens,2021-09,1112270
Rensselaer,2021-09,39653
Richmond,2021-09,171729
Rockland,2021-09,137500
Saratoga,2021-09,41068
Schenectady,2021-09,52848
Schoharie,2021-09,7904
Schuyler,2021-09,4325
Seneca,2021-09,9045
St. Lawrence,2021-09,31536
Steuben,2021-09,28622
Suffolk,2021-09,381470
Sullivan,2021-09,30346
Tioga,2021-09,13485
Tompkins,2021-09,18991
Ulster,2021-09,52937
Warren,2021-09,17442
Washington,2021-09,18873
Wayne,2021-09,24543
Westchester,2021-09,249991
Wyoming,2021-09,9555
Yates,2021-09,5714
Albany,2021-10,76577
Allegany,2021-10,14089
Bronx,2021-10,948440
Broome,2021-10,61622
Cattaraugus,2021-10,24634
Cayuga,2021-10,22426
Chautauqua,2021-10,42825
Chemung,2021-10,29583
Chenango,2021-10,16219
Clinton,2021-10,22363
Columbia,2021-10,16832
Cortland,2021-10,13442
Delaware,2021-10,11878
Dutchess,2021-10,69734
Erie,2021-10,277176
Essex,2021-10,9599
Franklin,2021-10,16103
Fulton,2021-10,16836
Genesee,2021-10,14903
Greene,2021-10,14054
Hamilton,2021-10,834
Herkimer,2021-10,18850
Jefferson,2021-10,32702
Kings,2021-10,1334666
Lewis,2021-10,6031
Livingston,2021-10,13557
Madison,2021-10,18298
Monroe,2021-10,228069
Montgomery,2021-10,20729
Nassau,2021-10,318415
New York,2021-10,497476
Niagara,2021-10,61287
Oneida,2021-10,80520
Onondaga,2021-10,135596
Ontario,2021-10,26134
Orange,2021-10,126900
Orleans,2021-10,12150
Oswego,2021-10,37331
Otsego,2021-10,14677
Putnam,2021-10,17534
Queens,2021-10,1119549
Rensselaer,2021-10,39876
Richmond,2021-10,173190
Rockland,2021-10,139020
Saratoga,2021-10,41306
Schenectady,2021-10,53258
Schoharie,2021-10,7975
Schuyler,2021-10,4346
Seneca,2021-10,9094
St. Lawrence,2021-10,31683
Steuben,2021-10,28724
Suffolk,2021-10,384625
Sullivan,2021-10,30542
Tioga,2021-10,13518
Tompkins,2021-10,19109
Ulster,2021-10,53198
Warren,2021-10,17538
Washington,2021-10,19015
Wayne,2021-10,24740
Westchester,2021-10,251757
Wyoming,2021-10,9640
Yates,2021-10,5726
Albany,2021-11,76916
Allegany,2021-11,14167
Bronx,2021-11,950225
Broome,2021-11,61866
Cattaraugus,2021-11,24693
Cayuga,2021-11,22501
Chautauqua,2021-11,42825
Chemung,2021-11,29614
Chenango,2021-11,16316
Clinton,2021-11,22442
Columbia,2021-11,16902
Cortland,2021-11,13480
Delaware,2021-11,11897
Dutchess,2021-11,69955
Erie,2021-11,278265
Essex,2021-11,9588
Franklin,2021-11,16146
Fulton,2021-11,16908
Genesee,2021-11,14968
Greene,2021-11,14070
Hamilton,2021-11,841
Herkimer,2021-11,18927
Jefferson,2021-11,32733
Kings,2021-11,1338238
Lewis,2021-11,6073
Livingston,2021-11,13478
Madison,2021-11,18357
Monroe,2021-11,228615
Montgomery,2021-11,20722
Nassau,2021-11,320103
New York,2021-11,498355
Niagara,2021-11,61510
Oneida,2021-11,80653
Onondaga,2021-11,136116
Ontario,2021-11,26232
Orange,2021-11,127326
Orleans,2021-11,12214
Oswego,2021-11,37520
Otsego,2021-11,14727
Putnam,2021-11,17647
Queens,2021-11,1123502
Rensselaer,2021-11,39955
Richmond,2021-11,174077
Rockland,2021-11,139991
Saratoga,2021-11,41518
Schenectady,2021-11,53526
Schoharie,2021-11,8005
Schuyler,2021-11,4351
Seneca,2021-11,9113
St. Lawrence,2021-11,31829
Steuben,2021-11,28883
Suffolk,2021-11,386496
Sullivan,2021-11,30694
Tioga,2021-11,13586
Tompkins,2021-11,19177
Ulster,2021-11,53362
Warren,2021-11,17643
Washington,2021-11,19066
Wayne,2021-11,24874
Westchester,2021-11,252715
Wyoming,2021-11,9655
Yates,2021-11,5738
Albany,2021-12,77699
Allegany,2021-12,14268
Bronx,2021-12,956311
Broome,2021-12,62279
Cattaraugus,2021-12,24807
Cayuga,2021-12,22614
Chautauqua,2021-12,43202
Chemung,2021-12,29828
Chenango,2021-12,16385
Clinton,2021-12,22599
Columbia,2021-12,17071
Cortland,2021-12,13580
Delaware,2021-12,12016
Dutchess,2021-12,70605
Erie,2021-12,280369
Essex,2021-12,9633
Franklin,2021-12,16232
Fulton,2021-12,16966
Genesee,2021-12,15052
Greene,2021-12,14119
Hamilton,2021-12,851
Herkimer,2021-12,19053
Jefferson,2021-12,32964
Kings,2021-12,1347060
Lewis,2021-12,6123
Livingston,2021-12,13547
Madison,2021-12,18543
Monroe,2021-12,230353
Montgomery,2021-12,20816
Nassau,2021-12,323242
New York,2021-12,502083
Niagara,2021-12,61949
Oneida,2021-12,81109
Onondaga,2021-12,137159
Ontario,2021-12,26425
Orange,2021-12,128631
Orleans,2021-12,12321
Oswego,2021-12,37792
Otsego,2021-12,14824
Putnam,2021-12,17876
Queens,2021-12,1132100
Rensselaer,2021-12,40296
Richmond,2021-12,175726
Rockland,2021-12,141487
Saratoga,2021-12,41984
Schenectady,2021-12,53959
Schoharie,2021-12,8060
Schuyler,2021-12,4400
Seneca,2021-12,9177
St. Lawrence,2021-12,32073
Steuben,2021-12,29143
Suffolk,2021-12,390315
Sullivan,2021-12,30948
Tioga,2021-12,13736
Tompkins,2021-12,19318
Ulster,2021-12,53750
Warren,2021-12,17819
Washington,2021-12,19144
Wayne,2021-12,25076
Westchester,2021-12,254709
Wyoming,2021-12,9731
Yates,2021-12,5783
Albany,2022-01,78208
Allegany,2022-01,14317
Bronx,2022-01,961319
Broome,2022-01,62614
Cattaraugus,2022-01,24959
Cayuga,2022-01,22737
Chautauqua,2022-01,43447
Chemung,2022-01,30104
Chenango,2022-01,16450
Clinton,2022-01,22744
Columbia,2022-01,17199
Cortland,2022-01,13660
Delaware,2022-01,12032
Dutchess,2022-01,71163
Erie,2022-01,282126
Essex,2022-01,9653
Franklin,2022-01,16333
Fulton,2022-01,17078
Genesee,2022-01,15103
Greene,2022-01,14235
Hamilton,2022-01,852
Herkimer,2022-01,19129
Jefferson,2022-01,33248
Kings,2022-01,1354406
Lewis,2022-01,6186
Livingston,2022-01,13592
Madison,2022-01,18669
Monroe,2022-01,231647
Montgomery,2022-01,20914
Nassau,2022-01,325738
New York,2022-01,504451
Niagara,2022-01,62167
Oneida,2022-01,81511
Onondaga,2022-01,138009
Ontario,2022-01,26615
Orange,2022-01,129490
Orleans,2022-01,12401
Oswego,2022-01,37982
Otsego,2022-01,14880
Putnam,2022-01,18078
Queens,2022-01,1138843
Rensselaer,2022-01,40609
Richmond,2022-01,177192
Rockland,2022-01,142390
Saratoga,2022-01,42226
Schenectady,2022-01,54334
Schoharie,2022-01,8139
Schuyler,2022-01,4428
Seneca,2022-01,9236
St. Lawrence,2022-01,32223
Steuben,2022-01,29300
Suffolk,2022-01,393775
Sullivan,2022-01,31129
Tioga,2022-01,13849
Tompkins,2022-01,19408
Ulster,2022-01,54051
Warren,2022-01,17939
Washington,2022-01,19289
Wayne,2022-01,25262
Westchester,2022-01,256543
Wyoming,2022-01,9782
Yates,2022-01,5826
Albany,2022-02,78743
Allegany,2022-02,14411
Bronx,2022-02,964296
Broome,2022-02,62865
Cattaraugus,2022-02,25043
Cayuga,2022-02,22847
Chautauqua,2022-02,43616
Chemung,2022-02,30323
Chenango,2022-02,16520
Clinton,2022-02,22844
Columbia,2022-02,17227
Cortland,2022-02,13723
Delaware,2022-02,12039
Dutchess,2022-02,71526
Erie,2022-02,283462
Essex,2022-02,9678
Franklin,2022-02,16356
Fulton,2022-02,17137
Genesee,2022-02,15183
Greene,2022-02,14300
Hamilton,2022-02,846
Herkimer,2022-02,19268
Jefferson,2022-02,33369
Kings,2022-02,1358348
Lewis,2022-02,6206
Livingston,2022-02,13653
Madison,2022-02,18795
Monroe,2022-02,232567
Montgomery,2022-02,20993
Nassau,2022-02,328014
New York,2022-02,505026
Niagara,2022-02,62360
Oneida,2022-02,81808
Onondaga,2022-02,138510
Ontario,2022-02,26750
Orange,2022-02,130150
Orleans,2022-02,12445
Oswego,2022-02,38117
Otsego,2022-02,14913
Putnam,2022-02,18244
Queens,2022-02,1143305
Rensselaer,2022-02,40706
Richmond,2022-02,178115
Rockland,2022-02,143378
Saratoga,2022-02,42511
Schenectady,2022-02,54547
Schoharie,2022-02,8185
Schuyler,2022-02,4418
Seneca,2022-02,9254
St. Lawrence,2022-02,32265
Steuben,2022-02,29449
Suffolk,2022-02,396103
Sullivan,2022-02,31258
Tioga,2022-02,13924
Tompkins,2022-02,19519
Ulster,2022-02,54415
Warren,2022-02,18006
Washington,2022-02,19329
Wayne,2022-02,25344
Westchester,2022-02,257790
Wyoming,2022-02,9811
Yates,2022-02,5854
Albany,2022-03,79333
Allegany,2022-03,14490
Bronx,2022-03,969115
Broome,2022-03,63180
Cattaraugus,2022-03,25144
Cayuga,2022-03,22944
Chautauqua,2022-03,43771
Chemung,2022-03,30604
Chenango,2022-03,16593
Clinton,2022-03,22914
Columbia,2022-03,17319
Cortland,2022-03,13838
Delaware,2022-03,12085
Dutchess,2022-03,71964
Erie,2022-03,284988
Essex,2022-03,9710
Franklin,2022-03,16460
Fulton,2022-03,17228
Genesee,2022-03,15229
Greene,2022-03,14354
Hamilton,2022-03,851
Herkimer,2022-03,19338
Jefferson,2022-03,33512
Kings,2022-03,1364534
Lewis,2022-03,6248
Livingston,2022-03,13693
Madison,2022-03,18944
Monroe,2022-03,233709
Montgomery,2022-03,21117
Nassau,2022-03,330159
New York,2022-03,506531
Niagara,2022-03,62700
Oneida,2022-03,82026
Onondaga,2022-03,139129
Ontario,2022-03,26959
Orange,2022-03,130863
Orleans,2022-03,12519
Oswego,2022-03,38267
Otsego,2022-03,15040
Putnam,2022-03,18409
Queens,2022-03,1149646
Rensselaer,2022-03,40940
Richmond,2022-03,179449
Rockland,2022-03,144523
Saratoga,2022-03,42715
Schenectady,2022-03,54775
Schoharie,2022-03,8213
Schuyler,2022-03,4437
Seneca,2022-03,9250
St. Lawrence,2022-03,32413
Steuben,2022-03,29619
Suffolk,2022-03,398834
Sullivan,2022-03,31406
Tioga,2022-03,13998
Tompkins,2022-03,19608
Ulster,2022-03,54757
Warren,2022-03,18108
Washington,2022-03,19419
Wayne,2022-03,25449
Westchester,2022-03,259484
Wyoming,2022-03,9895
Yates,2022-03,5850
Albany,2022-04,79478
Allegany,2022-04,14467
Bronx,2022-04,970872
Broome,2022-04,63256
Cattaraugus,2022-04,25200
Cayuga,2022-04,23019
Chautauqua,2022-04,43756
Chemung,2022-04,30784
Chenango,2022-04,16627
Clinton,2022-04,22939
Columbia,2022-04,17361
Cortland,2022-04,13855
Delaware,2022-04,12100
Dutchess,2022-04,72082
Erie,2022-04,285382
Essex,2022-04,9712
Franklin,2022-04,16502
Fulton,2022-04,17258
